,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Longitude (X),Latitude (Y),Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures
823,Hanson2016_824,Caelia,Ceglie di Bari,Italia (II Apulia et Calabria),Italy,4 or 5,45 E2,-400,,16.866104999999997,41.064221999999994,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.,,,['Municipium'],['Walls'],1
824,Hanson2016_825,Cannae,Monte di Canne,Italia (II Apulia et Calabria),Italy,4 or 5,45 D2,-400,,16.151667,41.296389000000005,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.,,,['Municipium'],"['Acropolis', 'Walls']",2
825,Hanson2016_826,Canusium,Canosa di Puglia,Italia (II Apulia et Calabria),Italy,3,45 D2,-400,,16.066025,41.222498,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969.,20.0,"Inhabited area, 400 by 500 m","['Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Baths', 'Bridge', 'Temple of Jupiter Taurus', 'Temple of Minerva', 'Walls']",7
826,Hanson2016_827,Compsa,Conza della Campania,Italia (II Apulia et Calabria),Italy,4 or 5,45 B3,-400,,15.333614,40.866953,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,,,['Municipium?'],,0
827,Hanson2016_828,Egnatia,Egnazia,Italia (II Apulia et Calabria),Italy,4 or 5,45 F3,-400,,17.39084,40.887938,Beloch 1880; de Ligt 2012; DGRG; Golvin 1988; PECS.,20.0,Inhabited area,,"['Acropolis', 'Agora', 'Amphitheatre', 'Forum', 'Harbour', 'Harbour', 'Harbour', 'Harbour', 'Harbour', 'Temple of the Oriental cult', 'Unidentified public building', 'Urban grid', 'Walls']",13
828,Hanson2016_829,Forentum,Lavello,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,,15.770541,41.052244,Beloch 1880; BNP; de Ligt 2012; DGRG.,20.0,Inhabited area,['Municipium'],,0
829,Hanson2016_830,Genusia,Ginosa,Italia (II Apulia et Calabria),Italy,4 or 5,45 E3,-400,,16.757056,40.581291,Beloch 1880; BNP; de Ligt 2012.,,,['Municipium'],,0
830,Hanson2016_831,Herdoniae,Ordona,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,,15.620768,41.310742,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; Golvin 1988; PECS; Sear 2006.,19.0,Urban grid and walls,['Municipium'],"['Acropolis', 'Amphitheatre', 'Basilica', 'Baths', 'Forum', 'Macellum', 'Temple (A)', 'Temple (B)', 'Theatre', 'Urban grid', 'Walls']",11
831,Hanson2016_832,Hydruntum,Otranto,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-600,,18.483141,40.150048,Beloch 1880; BNP; de Ligt 2012; DGRG.,,,['Municipium'],"['Temple', 'Walls']",2
832,Hanson2016_833,Luceria,Lucera,Italia (II Apulia et Calabria),Italy,3,45 B1,-400,,15.335944,41.509221999999994,Beloch 1880; Benario 1981; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969; Salmon 1969.,75.0,Urban grid,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Baths', 'Circus', 'Forum', 'Temple of Apollo', 'Theatre', 'Urban grid', 'Walls']",9
833,Hanson2016_834,Lupiae,Lecce,Italia (II Apulia et Calabria),Italy,3,45 H4,-400,,18.174015,40.353291,Beloch 1880; Benario 1981; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969; Sear 2006.,20.0,Inhabited area,"['Colonia', 'Municipium']","['Amphitheatre', 'Forum', 'Theatre', 'Walls']",4
834,Hanson2016_835,Neretum,Nardo,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-400,,18.030424,40.175929,Beloch 1880; de Ligt 2012; DGRG.,,,['Municipium'],,0
835,Hanson2016_836,Rubi,Ruvo di Puglia,Italia (II Apulia et Calabria),Italy,4 or 5,45 D2,-400,,16.485165,41.118367,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,,,['Municipium'],,0
836,Hanson2016_837,Rudiae,Rugge,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-600,,18.14849,40.33352,Beloch 1880; BNP; de Ligt 2012; PECS.,13.0,Walls,['Municipium'],"['Acropolis', 'Agora', 'Amphitheatre', 'Urban grid', 'Walls']",5
837,Hanson2016_838,Salapia Nova,Monte di Salpi?,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-100,,15.959872,41.398573999999996,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.,22.0,Unspecified,"['Colonia', 'Municipium']",,0
838,Hanson2016_839,Salapia Vetus,Lago di Salpi,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,-88.0,15.9933,41.403381,Beloch 1880; DGRG; PECS.,61.0,Walls,,"['Acropolis', 'Forum?', 'Urban grid', 'Walls']",4
839,Hanson2016_840,Silvium,Gravina di Puglia,Italia (II Apulia et Calabria),Italy,4 or 5,45 D3,-400,-80.0,16.416166,40.818523,Beloch 1880; de Ligt 2012; DGRG; PECS.,,,['Municipium'],,0
840,Hanson2016_841,Sipontum,Siponto,Italia (II Apulia et Calabria),Italy,3,45 C1,-400,,15.889767,41.608482,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.,17.0,Walls,"['Colonia', 'Colonia', 'Municipium']","['Amphitheatre', 'Forum', 'Urban grid', 'Walls']",4
841,Hanson2016_842,Tarentum,Taranto,Italia (II Apulia et Calabria),Italy,2,45 F4,-706,,17.243272,40.47124,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Salmon 1969; Sear 2006.,138.0,Urban grid,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Agora', 'Amphitheatre?', 'Aqueduct', 'Baths', 'Bouleuterion', 'Bridge', 'Prytaneum', 'Sanctuary of Apollo and the Muses', 'Sanctuary of Demeter and Persephone', 'Sanctuary of Kore and Chthonic Dionysus', 'Temple of Aphrodite?', 'Temple of Pax?', 'Temple of Poseidon?', 'Theatre (Large)', 'Theatre (Small)', 'Urban grid', 'Urban grid', 'Walls']",19
842,Hanson2016_843,Teanum Apulum,S. Paolo di Civitate,Italia (II Apulia et Calabria),Italy,3,45 B1,-400,,15.261291,41.739075,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS; Salmon 1969.,50.0,Inhabited area,"['Colonia', 'Colonia', 'Municipium?']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Bridge', 'Forum', 'Temple', 'Theatre', 'Urban grid', 'Walls']",9
843,Hanson2016_844,Uxentum,Ugento,Italia (II Apulia et Calabria),Italy,4 or 5,45 inset,-400,,18.158296,39.927352,Beloch 1880; DGRG; PECS.,,,,"['Forum?', 'Urban grid?', 'Walls']",3
844,Hanson2016_845,Venusia,Venosa,Italia (II Apulia et Calabria),Italy,3,45 C3,-400,,15.819405,40.963082,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969.,44.0,Urban grid and topography,"['Colonia', 'Colonia', 'Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Baths', 'Forum?', 'Urban grid', 'Walls']",5
845,Hanson2016_846,Veretum,Vereto,Italia (II Apulia et Calabria),Italy,4 or 5,45 inset,-400,,15.827407000000001,40.969057,Beloch 1880; de Ligt 2012; PECS.,,,['Municipium'],,0
846,Hanson2016_847,Vibinum,Bovino,Italia (II Apulia et Calabria),Italy,4 or 5,45 B2,-400,,15.957096,41.706464000000004,Beloch 1880; de Ligt 2012; DGRG; PECS.,10.0,Walls,['Municipium'],"['Acropolis', 'Aqueduct', 'Walls']",3
847,Hanson2016_848,Aceruntia,Acerenza,Italia (III Lucania et Brutii),Italy,4 or 5,45 C3,-400,,15.940592,40.796874,BNP; de Ligt 2012.,,,['Colonia'],,0
848,Hanson2016_849,Aprustum,Argusto,Italia (III Lucania et Brutii),Italy,4 or 5,46 E3,-400,,16.915692,39.147636,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG.,,,['Municipium?'],,0
849,Hanson2016_850,Bantia,Banzi,Italia (III Lucania et Brutii),Italy,4 or 5,45 D3,-400,,16.013926,40.861740999999995,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,32.0,Walls,['Municipium'],"['Forum?', 'Temple of the Augurs', 'Urban grid', 'Walls']",4
850,Hanson2016_851,Buxentum,Policastro Bussentino,Italia (III Lucania et Brutii),Italy,4 or 5,46 C1,-600,,15.511196,40.07015,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Salmon 1969.,10.0,Walls,"['Colonia', 'Colonia', 'Municipium']","['Acropolis', 'Walls', 'Walls']",3
851,Hanson2016_852,Consentia,Consenza,Italia (III Lucania et Brutii),Italy,4 or 5,46 D3,-400,,16.250026000000002,39.29985,Beloch 1880; BNP; de Ligt 2012; DGRG; Salmon 1969.,10.0,Inhabited area,['Colonia'],['Walls'],1
852,Hanson2016_853,Copia,Sybaris,Italia (III Lucania et Brutii),Italy,3,46 E2,-194,,16.490517,39.715621999999996,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; PECS; Salmon 1969; Sear 2006; Woloch 1983.,50.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Agora?', 'Forum?', 'Gymnasium', 'Theatre', 'Urban grid', 'Urban grid', 'Urban grid', 'Walls', 'Walls']",9
853,Hanson2016_854,Cosilinum,Padula,Italia (III Lucania et Brutii),Italy,4 or 5,45 C4,-400,,15.592336999999999,40.39484,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; Sear 2006.,,,['Municipium?'],['Theatre'],1
854,Hanson2016_855,Croton,Crotone,Italia (III Lucania et Brutii),Italy,3,46 F3,-708,,17.146875,39.079077000000005,Beloch 1880; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; PECS; Salmon 1969.,,,['Colonia'],"['Agora', 'Sanctuary of Apollo Aleos', 'Sanctuary of Hera', 'Sanctuary of Hera Lakinia', 'Stadium', 'Temple', 'Theatre', 'Urban grid', 'Walls']",9
855,Hanson2016_856,Grumentum,Grumento,Italia (III Lucania et Brutii),Italy,3,45 C4,-400,,15.906111,40.283889,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969; Sear 2006.,33.0,Walls,"['Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Baths', 'Forum', 'Temple', 'Temple', 'Theatre', 'Urban grid', 'Walls']",9
856,Hanson2016_857,Heraclea (Italia (III Lucania et Brutii)),Policoro,Italia (III Lucania et Brutii),Italy,3,46 E1,-433,,16.691668,40.208334,Beloch 1880; Bispham 2007; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; PECS.,15.0,Acropolis,['Municipium'],"['Acropolis', 'Agora?', 'Sanctuary of Demeter and Kore', 'Sanctuary of Dionysus', 'Temple', 'Temple', 'Urban grid', 'Walls']",8
857,Hanson2016_858,Locri,Locri,Italia (III Lucania et Brutii),Italy,3,46 D5,-701,,16.259895999999998,38.236415,Beloch 1880; Beloch 1886; Bispham 2007; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,78.0,Urban grid and inner walls,['Municipium'],"['Acropolis', 'Agora?', 'Aqueduct', 'Prytaneum', 'Sanctuary (Grotta Caruso)', 'Sanctuary of Aphrodite', 'Sanctuary of Aphrodite', 'Sanctuary of Athena', 'Sanctuary of Demeter', 'Sanctuary of Kore and Persephone', 'Stoa', 'Temple of Zeus', 'Theatre', 'Urban grid', 'Walls', 'Walls']",16
858,Hanson2016_859,Metapontum,Metaponto,Italia (III Lucania et Brutii),Italy,3,45 E4,-773,,16.825234,40.383628,Beloch 1880; BNP; de Ligt 2012; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,14.0,Unspecified,,"['Agora', 'Ekklesiasterion', 'Stoa', 'Temple (C)', 'Temple (D)', 'Temple (E)', 'Temple of Apollo Lykeios', 'Temple of Hera', 'Theatre', 'Urban grid', 'Walls', 'Walls', 'Walls']",13
859,Hanson2016_860,Numistro,Unknown,Italia (III Lucania et Brutii),Italy,4 or 5,45 C3,-400,,15.48671,40.753576,Beloch 1880; BNP; de Ligt 2012; DGRG.,,,['Municipium'],['Walls'],1
860,Hanson2016_861,Paestum,Pesto,Italia (III Lucania et Brutii),Italy,3,45 B4,-600,,15.00508,40.418665999999995,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; Hansen 2006; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Woloch 1983.,126.0,Urban grid and walls,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Agora', 'Amphitheatre', 'Baths', 'Bouleuterion', 'Comitium', 'Curia', 'Ekklesiasterion', 'Forum', 'Gymnasium', 'Macellum', 'Sanctuary of Apollo', 'Sanctuary of Asclepius', 'Sanctuary of Athena', 'Sanctuary of Fortuna Virilis', 'Sanctuary of Hera', 'Sanctuary of Poseidon', 'Shrine', ""Temple ('capitolium')"", 'Temple of Hercules?', 'Temple of Zeus?', 'Urban grid', 'Urban grid', 'Walls', 'Walls']",24
861,Hanson2016_862,Petelia,Strongoli,Italia (III Lucania et Brutii),Italy,3,46 F3,-400,,17.051082,39.266076,Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,,,['Municipium'],"['Baths', 'Forum', 'Walls']",3
862,Hanson2016_863,Potentia (Italia (III Lucania et Brutii)),Potenza,Italia (III Lucania et Brutii),Italy,3,45 C3,-400,,15.804007999999998,40.637974,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG.,8.0,Unspecified,['Municipium'],,0
863,Hanson2016_864,Regium,Reggio Calabria,Italia (III Lucania et Brutii),Italy,3,46 C5,-730,,15.645082,38.108612,Beloch 1880; Bispham 2007; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Sear 2006.,67.0,Topography and walls,['Municipium'],"['Acropolis', 'Agora', 'Basilica', 'Baths', 'Ekklesiasterion', 'Prytaneum', 'Temple', 'Temple of Apollo Maior', 'Temple of Isis and Serapis', 'Theatre', 'Urban grid?', 'Walls', 'Walls']",13
864,Hanson2016_865,Scolacium,Catanzaro,Italia (III Lucania et Brutii),Italy,4 or 5,46 E4,-600,,16.59605,38.810332,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969; Sear 2006.,25.0,"Unspecified, 20 to 30 ha.","['Colonia', 'Colonia']","['Amphitheatre?', 'Baths', 'Forum', 'Theatre', 'Urban grid']",5
865,Hanson2016_866,Sontia,Sanza,Italia (III Lucania et Brutii),Italy,-,-,-400,,15.551387,40.242232,Beloch 1880; de Ligt 2012; DGRG.,,,['Municipium'],,0
866,Hanson2016_867,Tegianum,Teggiano,Italia (III Lucania et Brutii),Italy,4 or 5,45 C4,-400,,15.539992999999999,40.378394,Beloch 1880; BNP; de Ligt 2012; Salmon 1969; Sear 2006.,,,"['Colonia', 'Municipium']",['Theatre'],1
867,Hanson2016_868,Tempsa,Unlocated,Italia (III Lucania et Brutii),Italy,4 or 5,46 D3,-400,,16.611139,39.448133,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Hansen and Nielsen 2004; Salmon 1969.,,,['Colonia'],,0
868,Hanson2016_869,Velia,Elea,Italia (III Lucania et Brutii),Italy,3,46 B1,-540,,15.154241,40.159537,Beloch 1880; Bispham 2007; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,23.0,Urban grid,['Municipium?'],"['Acropolis', 'Agora', 'Baths', 'Bouleuterion', 'Harbour', 'Sanctuary', 'Sanctuary of Asclepius', 'Sanctuary of Pallas Athena', 'Sanctuary of Poseidon Asphaleios', 'Sanctuary of Zeus', 'Stoa', 'Theatre', 'Urban grid', 'Walls', 'Walls', 'Walls']",16
869,Hanson2016_870,Vibo Valentia,Unknown,Italia (III Lucania et Brutii),Italy,3,46 D4,-550,,16.104975,38.670773,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Salmon 1969; Sear 2006.,30.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Sanctuary', 'Temple', 'Temple', 'Theatre', 'Walls', 'Walls']",7
870,Hanson2016_871,Volcei,Buccino,Italia (III Lucania et Brutii),Italy,4 or 5,45 B3,-400,,15.374757999999998,40.632707,Beloch 1880; Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS; Sear 2006.,6.0,Walls,['Municipium'],"['Acropolis', 'Aqueduct', 'Temple', 'Temple', ""Temple ('of Vulcan')"", 'Theatre', 'Walls']",7
871,Hanson2016_872,Aequi,Aequi,Italia (IV Samnium),Italy,3,42 E4,-400,,13.195431,42.186833,Beloch 1880; de Ligt 2012; Sear 2006.,,,,['Theatre'],1
872,Hanson2016_873,Aesernia,Isernia,Italia (IV Samnium),Italy,3,44 F2,-400,,14.233993,41.598064,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.,15.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges']","['Aqueduct', 'Bridge', 'Capitolium?', 'Walls']",4
873,Hanson2016_874,Alba Fucentia,Albe,Italia (IV Samnium),Italy,3,42 E4,-303,,13.408983,42.079894,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969; Sear 2006; Woloch 1983.,33.0,Urban grid and walls,"['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Basilica', 'Baths', 'Comitium', 'Forum', 'Macellum', 'Temple', 'Temple', 'Temple of Apollo', 'Temple of Hercules', 'Theatre', 'Urban grid', 'Walls']",13
874,Hanson2016_875,Amiternum,S. Vittorino,Italia (IV Samnium),Italy,3,42 E4,-400,,13.306,42.400556,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Sear 2006.,65.0,"Inhabited area, 60 to 70 ha.",['Municipium'],"['Amphitheatre', 'Aqueduct', 'Baths', 'Theatre', 'Walls']",5
875,Hanson2016_876,Angitia,Luco,Italia (IV Samnium),Italy,4 or 5,44 D2,-400,,13.459907000000001,41.970045,Beloch 1880; BNP; de Ligt 2012; DGRG.,15.0,Walls and topography,['Municipium?'],"['Nymphaeum', 'Sanctuary of Angitia', 'Walls']",3
876,Hanson2016_877,Antinum,Civita d'Antino,Italia (IV Samnium),Italy,3,44 D2,-400,,13.471758,41.885604,Beloch 1880; BNP; de Ligt 2012; DGRG.,4.0,Inhabited area,['Municipium'],"['Acropolis', 'Baths', 'Walls']",3
877,Hanson2016_878,Anxanum,Lanciano,Italia (IV Samnium),Italy,3,42 G4,-400,,14.388696,42.229729,Beloch 1880; de Ligt 2012; DGRG; Sear 2006.,6.0,Inhabited area,['Municipium'],['Theatre'],1
878,Hanson2016_879,Aufidena,Castel di Sangro,Italia (IV Samnium),Italy,3,44 F2,-400,,14.104444,41.774722,Beloch 1880; BNP; de Ligt 2012; DGRG.,,,"['Colonia', 'Municipium']",['Walls'],1
879,Hanson2016_880,Aveia,Aveia,Italia (IV Samnium),Italy,3,42 E4,-400,,13.487410999999998,42.295745000000004,Beloch 1880; de Ligt 2012; DGRG; PECS; Sear 2006.,16.0,Inhabited area,['Municipium'],"['Theatre', 'Walls']",2
880,Hanson2016_881,Bovianum,Boiano,Italia (IV Samnium),Italy,3,44 F3,-400,,14.471039999999999,41.482054999999995,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.,15.0,Inhabited area,"['Colonia', 'Colonia', 'Municipium']","['Acropolis', 'Temple', 'Walls']",3
881,Hanson2016_882,Carseoli,Carsli,Italia (IV Samnium),Italy,3,44 D1,-400,,13.08687,42.0993,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Salmon 1969.,,,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Temple', 'Theatre', 'Walls']",5
882,Hanson2016_883,Cluviae,Piano Laroma,Italia (IV Samnium),Italy,3,42 G4,-400,,14.260862,42.136297,BNP; PECS; Sear 2006.,5.0,Walls,['Municipium'],"['Acropolis', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Walls']",5
883,Hanson2016_884,Corfinium,Corfinio,Italia (IV Samnium),Italy,3,42 F4,-400,,13.842185,42.123814,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Sear 2006.,11.0,Walls,['Municipium'],"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Baths', 'Bridge?', 'Curia', 'Forum', 'Macellum', 'Temple', 'Temple', 'Theatre', 'Walls']",12
884,Hanson2016_885,Cures,Cures,Italia (IV Samnium),Italy,3,42 D4,-400,,12.684231,42.178026,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.,6.0,Unspecified,"['Colonia', 'Colonia', 'Municipium']","['Acropolis', 'Baths', 'Forum', 'Temple', 'Theatre', 'Walls']",6
885,Hanson2016_886,Fagifulae,Montagano,Italia (IV Samnium),Italy,3,44 G2,-400,,14.667625,41.657876,Beloch 1880; BNP; de Ligt 2012; PECS.,1.0,Unspecified,['Municipium'],,0
886,Hanson2016_887,Forum Novum,Forum Novum,Italia (IV Samnium),Italy,4 or 5,42 D4,-27,,12.63908,42.35459,Beloch 1880; Bispham 2007; de Ligt 2012; PECS.,2.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Aqueduct', 'Basilica', 'Forum', 'Temple', 'Unidentified public building', 'Unidentified public building']",7
887,Hanson2016_888,Histonium,Vasto,Italia (IV Samnium),Italy,3,42 H4,-400,,14.709620999999999,42.112706,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS; Quinn and Wilson 2013.,12.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Baths', 'Capitolium', 'Forum', 'Theatre', 'Urban grid']",6
888,Hanson2016_889,Hortona,Ortona,Italia (IV Samnium),Italy,3,42 G4,-400,,14.403382,42.3549,Beloch 1880; BNP; de Ligt 2012; DGRG.,6.0,Urban grid,"['Colonia?', 'Municipium']","['Forum', 'Urban grid']",2
889,Hanson2016_890,Iuvanum,Unknown,Italia (IV Samnium),Italy,3,44 F1,-200,,14.256704000000001,41.998988,Beloch 1880; de Ligt 2012; Sear 2006.,,,['Municipium'],"['Basilica', 'Forum', 'Temple', 'Theatre']",4
890,Hanson2016_891,Larinum,Larino,Italia (IV Samnium),Italy,3,45 A1,-400,,14.916232,41.805415999999994,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,34.0,Inhabited area,['Municipium'],"['Acropolis', 'Amphitheatre', 'Baths', 'Curia', 'Forum', 'Walls']",6
891,Hanson2016_892,Marruvium,S. Benedetto dei Marsi,Italia (IV Samnium),Italy,3,44 E1,-200,,13.623923000000001,42.005292,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS; Sear 2006.,25.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Forum', 'Gymnasium', 'Theatre', 'Walls']",5
892,Hanson2016_893,Nomentum,Mentana,Italia (IV Samnium),Italy,4 or 5,43 C1,-400,,12.637366,42.033429,Beloch 1880; Bispham 2007; BNP; de Ligt 2012.,,,"['Municipium', 'Rights and privileges']","['Forum', 'Walls']",2
893,Hanson2016_894,Peltuinum,Gran Sasso,Italia (IV Samnium),Italy,3,42 F4,-400,,13.620277999999999,42.285833000000004,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Sear 2006.,26.0,Walls,"['Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Forum', 'Temple?', 'Theatre', 'Urban grid', 'Walls']",7
894,Hanson2016_895,Pinna,S. Domenico,Italia (IV Samnium),Italy,3,42 F4,-400,,13.927488,42.457646999999994,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.,18.0,Unspecified,['Municipium'],"['Temple of Juno', 'Temple of Venus', 'Temple of Vesta']",3
895,Hanson2016_896,Reate,Rieti,Italia (IV Samnium),Italy,2,42 D4,-400,,12.861179,42.403056,Beloch 1880; BNP; de Ligt 2012; McEvedy 2011; PECS.,8.0,Walls,"['Municipium', 'Rights and privileges']","['Amphitheatre', 'Bridge', 'Forum', 'Theatre', 'Urban grid', 'Walls']",6
896,Hanson2016_897,Saepinum,Sepino,Italia (IV Samnium),Italy,3,44 G3,-400,,14.617674,41.433396,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,12.0,Urban grid and walls,"['Colonia', 'Municipium']","['Aqueduct', 'Arch', 'Basilica', 'Baths', 'Baths', 'Forum', 'Macellum', 'Temple of Apollo', 'Temple of Jupiter', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls', 'Walls']",15
897,Hanson2016_898,Sulmo,Sulmona,Italia (IV Samnium),Italy,3,44 E1,-400,,13.925721,42.047699,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,15.0,Urban grid,"['Colonia', 'Municipium?']","['Amphitheatre?', 'Baths', 'Forum', 'Sanctuary of Hercules Curinus?', 'Theatre', 'Urban grid']",6
898,Hanson2016_899,Superaequum,Castelvecchio Subequo,Italia (IV Samnium),Italy,3,42 F4,-400,,13.730645,42.130586,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG.,39.0,Walls,"['Colonia', 'Municipium']","['Acropolis', 'Walls']",2
899,Hanson2016_900,Teate Marrucinorum,Chieti,Italia (IV Samnium),Italy,3,42 G4,-400,,14.167151,42.351793,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,20.0,Unspecified,"['Colonia', 'Municipium']","['Amphitheatre', 'Baths', 'Sanctuary', 'Temple', 'Temple', 'Temple', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Walls']",11
900,Hanson2016_901,Terventum,Trivento,Italia (IV Samnium),Italy,3,44 G2,-400,,14.551935999999998,41.782158,BNP; de Ligt 2012; PECS.,11.0,Urban grid,['Municipium'],"['Forum', 'Urban grid']",2
901,Hanson2016_902,Tibur,Tivoli,Italia (IV Samnium),Italy,2,43 D2,-400,,12.798272,41.963578999999996,Beloch 1880; Bispham 2007; de Ligt 2012; Golvin 1988; PECS; Sear 2006; Woloch 1983.,45.0,Inhabited area,"['Municipium', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Aqueduct', 'Baths', 'Forum', 'Sanctuary of Hercules Victor', 'Temple', 'Temple (Tempio della Tosse)', 'Temple of Hercules', 'Theatre', 'Walls']",12
