,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
263,Hanson2016_264,Celaenae,Dinar,Asia,Turkey,2,65 D1,-324,,BNP; Cohen 1995; DGRG; PECS; Russell 1958; Sear 2006.,72.0,Unspecified,"['Conventus capital', 'Metropolis capital']","['Agora?', 'Theatre', 'Urban grid?', 'Walls']",4,POINT (30.15853 38.076044),264,,,,,12680.0,
264,Hanson2016_265,Ceramus,Oren,Asia,Turkey,4 or 5,61 F3,-323,,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Temple (Kurunlu Yapi)', 'Temple of Zeus Chrysaoreus?', 'Theatre', 'Walls']",5,POINT (27.956217 37.04172800000001),265,,,,,1000.0,
265,Hanson2016_266,Clazomenae,Klazümen,Asia,Turkey,3,56 D5,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,117.0,Walls,,"['Acropolis', 'Temple?', 'Theatre', 'Walls']",4,POINT (26.770558 38.361462),266,,,,,24256.0,
266,Hanson2016_267,Cnidus,Cnidus,Asia,Turkey,3,61 F4,-700,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; PECS; Sear 2006.,58.0,"Urban grid, walls, and topography",['Rights and privileges'],"['Acropolis', 'Agora', 'Bouleuterion', 'Harbour (East)', 'Harbour (West)', 'Odeum', 'Propylon', 'Sanctuary of Aphrodite Euploia', 'Sanctuary of Demeter', 'Stadium', 'Stoa', 'Temple', 'Temple', 'Temple of Apollo Karneios', 'Temple of Dionysus', 'Temple of the Muses', 'Theatre (Lower)', 'Theatre (Upper)', 'Urban grid', 'Walls']",20,POINT (27.683943 36.732481),267,,,,,9498.0,
267,Hanson2016_268,Colophon,Degirmendere,Asia,Turkey,3,61 E1,-601,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,31.0,Walls,,"['Acropolis', 'Agora', 'Baths', 'Bouleuterion', 'Prytaneum', 'Stoa', 'Temple of Antaia', 'Theatre', 'Walls']",9,POINT (27.200838 38.002389),268,,,,,4113.0,
268,Hanson2016_269,Colossae,Honaz,Asia,Turkey,3,65 B2,-323,,BNP; Jones 1937; Sear 2006.,,,,['Theatre'],1,POINT (29.229382 37.786887),269,,,,,1000.0,
269,Hanson2016_270,Cos,Kos,Asia,Greece,4 or 5,61 E4,-366,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,112.0,Walls,"['Rights and privileges', 'Rights and privileges']","['Agora', 'Arch', 'Arch', 'Baths', 'Baths', 'Baths', 'Gymnasium', 'Odeum', 'Stadium', 'Stoa', 'Temple of Aphrodite Pandemos and Pontia', 'Temple of Asclepius', 'Theatre', 'Theatre (Roman)', 'Urban grid', 'Walls', 'Walls']",17,POINT (27.286884 36.889308),270,,,,,22881.0,
270,Hanson2016_271,Cyme,Namurt Limani,Asia,Turkey,3,56 D4,-700,,BNP; DGRG; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,8.0,Walls,,"['Acropolis', 'Stoa', 'Temple of Aphrodite or Isis', 'Theatre', 'Unidentified public building', 'Walls']",6,POINT (26.936283 38.75953),271,,,,,673.0,
271,Hanson2016_272,Cys,Bellibol,Asia,Turkey,4 or 5,61 G3,-323,,PECS; Sear 2006.,,,,"['Acropolis', 'Theatre', 'Walls?']",3,POINT (28.423734 37.428882),272,,,,,1000.0,
272,Hanson2016_273,Cyzicus,Belkis,Asia,Turkey,2,52 B4,-700,,Beloch 1886; Benario 1981; Boatwright 2000; Golvin 1988; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; MacMullen 2000; McEvedy 2011; PECS; Russell 1958; Sear 2006.,90.0,Inhabited area,"['Colonia', 'Metropolis capital', 'Rights and privileges']","['Acropolis', 'Agora', 'Amphitheatre', 'Aqueduct', 'Prytaneum', 'Stoa', 'Temple of Hadrian', 'Temple of Zeus', 'Theatre', 'Walls']",10,POINT (27.890667 40.38336),273,,,,,17084.0,
273,Hanson2016_274,Dardanium,Unknown,Asia,Turkey,4 or 5,51 G4,-700,,BNP; DGRG; Jones 1937; PECS.,,,['Rights and privileges'],"['Agora?', 'Urban grid']",2,POINT (26.37442 40.079728),274,,,,,1000.0,
274,Hanson2016_275,Elaea,Kazikbaglari,Asia,Turkey,3,56 E4,-600,,DGRG; Hansen and Nielsen 2004; Jones 1937; PECS.,39.0,Walls,,"['Acropolis', 'Agora?', 'Urban grid', 'Walls']",4,POINT (27.055256 38.941644),275,,,,,5589.0,
275,Hanson2016_276,Ephesus,Efes,Asia,Turkey,2,61 E2,-292,,Beloch 1886; Cohen 1995; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Russell 1958; Sear 2006.,263.0,Inhabited area,"['Conventus capital', 'Metropolis capital', 'Provincial capital']","['Agora (Lower)', 'Agora (Upper)', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch', 'Basilica', 'Baths (Harbour)', 'Baths (Theatre)', 'Baths of Scholastikia', 'Baths of Varius', 'Baths of Vedius', 'Bouleuterion', 'Chalcidium', 'Fountain (Hydreion)', 'Gymnasium (East)', 'Gymnasium (Harbour)', 'Harbour', 'Heroon', 'Library of Celsus', 'Nymphaeum', 'Nymphaeum of Trajan (Hydrekdochion)', 'Odeum', 'Propylon', 'Prytaneum', 'Sanctuary of Artemis', 'Sanctuary of Hestia Boulaia', 'Sanctuary of Olympian Zeus', 'Sanctuary of the Mother Goddess', 'Stadium', 'Stoa', 'Temple of Caesar', 'Temple of Domitian', 'Temple of Hadrian', 'Temple of Isis and Serapis', 'Theatre', 'Theatre', ""Unidentified public building ('Nymphaeum')"", 'Urban grid', 'Walls', 'Walls (Byzantine)', 'Walls (Lysimachean)']",43,POINT (27.341752 37.938309),276,15.0,15.0,15.0,71587.0,71584.0,1.0000419088064372
276,Hanson2016_277,Erythrae,Ildiri,Asia,Turkey,4 or 5,56 C5,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,136.0,Walls,['Rights and privileges'],"['Acropolis', 'Aqueduct', 'Nymphaeum?', 'Prytaneum', 'Stoa', 'Temple of Hercules', 'Theatre', 'Walls']",8,POINT (26.48075 38.382699),277,,,,,29658.0,
277,Hanson2016_278,Euhippe,Dalama,Asia,Turkey,4 or 5,61 G2,-323,,PECS.,,,,"['Acropolis', 'Theatre', 'Walls']",3,POINT (28.086631 37.787596),278,,,,,1000.0,
278,Hanson2016_279,Euromus,Ayakli,Asia,Turkey,4 or 5,61 F3,-323,,BNP; Cohen 1995; Hansen and Nielsen 2004; PECS; Sear 2006.,,,,"['Agora', 'Baths', 'Stoa', 'Temple of Zeus Lepsynos', 'Theatre', 'Walls']",6,POINT (27.673196 37.378355),279,,,,,1000.0,
279,Hanson2016_280,Halicarnassus,Bodrum,Asia,Turkey,3,61 E3,-600,,Beloch 1886; BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,174.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Colonnaded streets', 'Fountain of Salmakis', 'Gymnasium', 'Harbour', 'Prytaneum', 'Stoa', 'Stoa', 'Temple of Aphrodite and Hermes', 'Temple of Ares or Mars', 'Theatre', 'Tripylon', 'Urban grid', 'Walls']",15,POINT (27.42161500000001 37.04007100000001),280,,,,,41221.0,
280,Hanson2016_281,Harpasa,Unknown,Asia,Turkey,4 or 5,61 G2,-323,,DGRG; Jones 1937; Sear 2006.,,,,['Theatre'],1,POINT (28.348056 37.805833),281,,,,,1000.0,
281,Hanson2016_282,Heraclea (Asia) (1),Bafa Gölü,Asia,Turkey,3,61 F2,-301,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,28.0,Urban grid,,"['Agora', 'Baths', 'Bouleuterion', 'Gymnasium', 'Nymphaeum', 'Temple', 'Temple', 'Temple', 'Temple of Athena Latmia', 'Temple of Endymion', 'Theatre', 'Urban grid', 'Walls', 'Walls']",14,POINT (27.526883 37.502431),282,,,,,3590.0,
282,Hanson2016_283,Heraclea (Asia) (2),Vakif,Asia,Turkey,3,65 A2,-323,,BNP; Hansen and Nielsen 2004; Jones 1937; PECS.,,,,"['Stadium', 'Temple', 'Walls']",3,POINT (28.994099 37.628189),283,,,,,1000.0,
283,Hanson2016_284,Hierapolis,Pamukkale,Asia,Turkey,3,65 B2,-300,,Cohen 1995; Jones 1937; McEvedy 2011; PECS; Sear 2006.,77.0,Inhabited area,['Metropolis capital'],"['Acropolis', 'Agora (Civil)', 'Agora (Commercial)', 'Baths', 'Baths (Large)', 'Gymnasium', 'Nymphaeum', 'Nymphaeum of the Tritons', 'Sanctuary of Apollo', 'Shrine of Pluto (Plutonium)', 'Theatre', 'Theatre (Greek)', 'Urban grid', 'Walls']",14,POINT (29.131799 37.917505),284,16.0,16.0,16.0,13870.0,13870.0,1.0
284,Hanson2016_285,Hydissa,Karacahisar,Asia,Turkey,4 or 5,61 F3,-323,,DGRG; Hansen and Nielsen 2004; PECS.,,,,"['Agora', 'Stoa', 'Stoa', 'Theatre', 'Walls']",5,POINT (27.806175 37.15055200000001),285,,,,,1000.0,
285,Hanson2016_286,Hyllarima,Mesevle and Kapraklar,Asia,Turkey,4 or 5,61 G2,-323,,Jones 1937; PECS; Sear 2006.,,,,"['Agora', 'Theatre', 'Walls']",3,POINT (28.348219 37.501643),286,,,,,1000.0,
286,Hanson2016_287,Iasus,Kiyi Kilacik,Asia,Turkey,3,61 F3,-700,,BNP; Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,34.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Aqueduct', 'Baths', 'Bouleuterion', 'Gymnasium', 'Harbour (East)', 'Harbour (West)', 'Nymphaeum', 'Propylon', 'Prytaneum', 'Sanctuary of Artemis Astiades', 'Sanctuary of Zeus Megistos', 'Theatre', 'Tripylon', 'Unidentified public building', 'Walls', 'Walls']",18,POINT (27.582133 37.277521),287,17.0,17.0,17.0,4653.0,4653.0,1.0
287,Hanson2016_288,Ilium,H?sarl?k,Asia,Turkey,3,56 C2,-700,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,25.0,Urban grid,['Rights and privileges'],"['Acropolis (Pergamum)', 'Agora', 'Dikasterion', 'Palaestra', 'Prytaneum', 'Temple (Doric)', 'Temple of Athena', 'Theatre A', 'Theatre B (Bouleuterion)', 'Theatre C (Odeum)', 'Urban grid', 'Walls']",12,POINT (26.257773 39.953869),288,18.0,18.0,18.0,3085.0,3086.0,0.9996759559300065
288,Hanson2016_289,Lampsacus,Lamsaki,Asia,Turkey,3,51 H4,-654,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Metropolis capital', 'Rights and privileges', 'Rights and privileges']","['Bouleuterion?', 'Walls']",2,POINT (26.699162 40.346685),289,,,,,1000.0,
289,Hanson2016_290,Laodicea (Asia),Eskihisar and Gonçal?,Asia,Turkey,2,65 B2,-261,,BNP; Cohen 1995; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Sear 2006.,104.0,"Urban grid, walls, and topography","['Conventus capital', 'Metropolis capital']","['Agora (South)', 'Agora (West)', 'Aqueduct', 'Aqueduct', 'Baths', 'Baths (Gymnasium)', 'Bouleuterion?', 'Gymnasium', 'Nymphaeum', 'Odeum', 'Stadium', 'Theatre (Greek)', 'Theatre (Roman)', 'Urban grid', 'Walls']",15,POINT (29.114376 37.84108),290,,,,,20724.0,
290,Hanson2016_291,Larisa (Asia),Buruncuk,Asia,Turkey,4 or 5,56 C2,-323,,Cohen 1995; Hansen and Nielsen 2004; Jones 1937; PECS.,20.0,Walls,,"['Acropolis', 'Agora', 'Aqueduct', 'Stoa', 'Stoa', 'Temple', 'Temple', 'Urban grid', 'Walls']",9,POINT (26.147559 39.615744),291,,,,,2290.0,
291,Hanson2016_292,Lebedus,Kisik,Asia,Turkey,4 or 5,61 D1,-700,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Baths', 'Harbour (East)', 'Harbour (West)', 'Theatre', 'Walls']",6,POINT (26.967317 38.072781),292,,,,,1000.0,
292,Hanson2016_293,Lindus,Lindos,Asia,Greece,4 or 5,60 G3,-600,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,,"['Acropolis', 'Temple of Apollo', 'Temple of Athena Lindia', 'Temple of Hercules', 'Theatre', 'Walls']",6,POINT (28.08776 36.091362),293,,,,,1000.0,
293,Hanson2016_294,Magnesia (Asia) (1),Tekin,Asia,Turkey,3,61 F2,-400,,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,84.0,Walls,,"['Agora', 'Aqueduct', 'Basilica', 'Bouleuterion', 'Gymnasium', 'Odeum', 'Stadium', 'Stoa', 'Stoa', 'Temple of Artemis Leucophryene', 'Temple of Dindymene', 'Theatre (Large)', 'Theatre (Small)', 'Unidentified public building', 'Urban grid', 'Walls']",16,POINT (27.524647 37.84779),294,,,,,15580.0,
294,Hanson2016_295,Magnesia (Asia) (2),Manisa,Asia,Turkey,3,56 E4,-700,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,['Rights and privileges'],"['Theatre', 'Walls']",2,POINT (27.425833 38.613056),295,,,,,1000.0,
295,Hanson2016_296,Methymna,Mithymna,Asia,Greece,4 or 5,56 C3,-700,,BNP; DGRG; Hansen and Nielsen 2004; PECS; Sear 2006.,,,['Rights and privileges'],"['Harbour', 'Temple', 'Temple', 'Theatre', 'Walls']",5,POINT (26.176097 39.36722),296,,,,,1000.0,
296,Hanson2016_297,Metropolis,Yeniköy,Asia,Turkey,3,62 E3,-323,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,8.0,Inhabited area,['Metropolis capital'],"['Acropolis', 'Baths', 'Bouleuterion', 'Gymnasium', 'Stoa', 'Temple of Ares', 'Temple of Hera', 'Temple of the Twelve Gods', 'Temple of Zeus Kresimos', 'Theatre', 'Walls']",11,POINT (30.628155 39.171334),297,,,,,673.0,
297,Hanson2016_298,Miletus,Balat,Asia,Turkey,2,61 E2,-479,,Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Russell 1958; Sear 2006.,97.0,Urban grid and walls (Classical),['Rights and privileges'],"['Acropolis', 'Agora (North)', 'Agora (South)', 'Agora (West)', 'Aqueduct', 'Aqueduct', 'Baths of Capito', 'Baths of Faustina', 'Bouleuterion', 'Gymnasium', 'Harbour', 'Harbour', 'Harbour', 'Harbour', 'Harbour', 'Market (North)', 'Market (South)', 'Market (West)', 'Nymphaeum', 'Stadium', 'Temple of Apollo (Delphinion)', 'Temple of Athena', 'Temple of Roma', 'Temple of Serapis', 'Theatre', 'Urban grid', 'Walls (Archaic)', 'Walls (Classical)', 'Walls of Justinian']",29,POINT (27.27621 37.531791),298,19.0,19.0,19.0,18882.0,18882.0,1.0
298,Hanson2016_299,Mylasa,Milâs,Asia,Turkey,3,61 F3,-500,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,['Rights and privileges'],"['Acropolis', 'Aqueduct', 'Gymnasium', 'Palaestra', 'Stoa', 'Stoa', 'Temple of Isis and Osiris', 'Temple of Rome and Augustus', 'Temple of Sabazios', 'Temple of Zeus Karios?', 'Temple of Zeus Labraundos or Stratios', 'Temple of Zeus Osogos', 'Theatre', 'Walls']",14,POINT (27.78165 37.31714),299,,,,,1000.0,
299,Hanson2016_300,Myndus,Gümüslük,Asia,Turkey,4 or 5,61 E3,-360,,BNP; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS.,78.0,Walls,,"['Harbour', 'Stadium', 'Temple', 'Temple', 'Theatre', 'Urban grid', 'Walls']",7,POINT (27.233275 37.052928),300,,,,,14111.0,
300,Hanson2016_301,Myrina,Sandarlik,Asia,Turkey,4 or 5,56 D4,-700,,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,60.0,Walls,,"['Acropolis', 'Harbour', 'Theatre', 'Walls', 'Walls']",5,POINT (26.985537 38.840097),301,,,,,9938.0,
301,Hanson2016_302,Mytilene,Mytilini,Asia,Greece,3,56 D3,-700,,Beloch 1886; BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Russell 1958; Sear 2006.,109.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Aqueduct', 'Harbour', 'Prytaneum', 'Stoa', 'Theatre', 'Urban grid', 'Walls', 'Walls']",10,POINT (26.555374 39.107893),302,,,,,22066.0,
302,Hanson2016_303,Nysa,Sultanhisar,Asia,Turkey,3,61 G2,-281,,BNP; Cohen 1995; DGRG; Hanson 2011; Jones 1937; PECS; Quinn and Wilson 2013; Sear 2006.,44.0,Walls,,"['Agora', 'Baths', 'Baths?', 'Bouleuterion', 'Bridge', 'Bridge', 'Bridge', 'Gerontikon', 'Gymnasium', 'Library', 'Stadium', ""Temple ('capitolium')"", 'Theatre', 'Walls']",14,POINT (28.144999 37.903405),303,20.0,20.0,20.0,6567.0,6567.0,1.0
303,Hanson2016_304,Parium,Kemer,Asia,Turkey,3,52 A4,-600,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,,,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges']","['Aqueduct', 'Theatre', 'Walls']",3,POINT (27.069096 40.420499),304,,,,,1000.0,
304,Hanson2016_305,Pergamum,Bergama,Asia,Turkey,2,56 E3,-500,,Benario 1981; Cohen 1995; Golvin 1988; Hansen 2006; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Russell 1958; Sear 2006.,220.0,Urban grid,"['Conventus capital', 'Metropolis capital', 'Rights and privileges']","['Agora (Lower)', 'Agora (Upper)', 'Amphitheatre', 'Baths (Roman)', 'Bridge (Hellenistic)', 'Bridge (Roman)', 'Colonnaded streets', 'Forum', 'Fountain', 'Fountain (Sanctuary of Asclepius)', 'Gymnasium (Lower)', 'Gymnasium (Middle)', 'Gymnasium (Upper)', 'Heroon of Pergamene Kings?', 'Library', 'Library of Flavia Melitene', 'Odeum (Heroon of Diodorus Pasparus)', 'Odeum (Upper Gymnasium)', 'Palaestra', 'Propylon', 'Propylon', 'Propylon (of A. Claudius Charax)', 'Propylon (of Apollonis)', 'Prytaneum', 'Sanctuary of Asclepius Soter', 'Sanctuary of Athena', 'Sanctuary of Demeter and Kore', 'Sanctuary of Hera Basileia', 'Stadium', 'Stoa', 'Stoa', 'Stoa', 'Stoa (North)', 'Stoa (Sanctuary of Asclepius)', 'Stoa (South)', 'Temple', 'Temple of Dionysus', 'Temple of Hercules', 'Temple of Serapis', 'Temple of Telesphorus', 'Temple of Zeus Asklepios, Trajan, and Hadrian', 'Terrace of the Great Altar', 'Theatre (Acropolis)', 'Theatre (Roman)', 'Theatre-sanctuary (Sanctuary of Asclepius)', 'Theatre-sanctuary (Sanctuary of Demeter)', 'Unidentified public building (Round Building)', 'Walls', 'Walls (Greek)', 'Walls (Hellenistic)']",50,POINT (27.185314 39.12984),305,21.0,21.0,21.0,56053.0,56393.0,0.9939708829109996
305,Hanson2016_306,Pessinus,Sivrihisar,Asia,Turkey,3,62 G3,-323,,BNP; Cohen 1995; DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Arch', 'Baths', 'Temple', 'Temple of Cybele / Magna Mater', 'Temple of the imperial cult', 'Theatre', 'Theatre-sanctuary']",8,POINT (31.551393 39.381063),306,,,,,1000.0,
306,Hanson2016_307,Philadelphia (Asia),Ala?ehir,Asia,Turkey,3,56 H5,-159,,BNP; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Gymnasium', 'Stadium', 'Theatre', 'Walls']",5,POINT (28.516667 38.35),307,,,,,1000.0,
307,Hanson2016_308,Phocaea,Foça,Asia,Turkey,3,56 D4,-700,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,50.0,Walls,['Rights and privileges'],"['Temple of Athena?', 'Theatre', 'Walls']",3,POINT (26.758728 38.672908),308,,,,,7790.0,
308,Hanson2016_309,Rhodus,Rhodes,Asia,Greece,3,60 G3,-408,,Beloch 1886; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; McEvedy 2011; PECS; Russell 1958; Sear 2006.,412.0,Urban grid,"['Metropolis capital?', 'Rights and privileges']","['Agora', 'Bouleuterion?', 'Gymnasium', 'Harbour', 'Harbour', 'Harbour', 'Harbour', 'Odeum', 'Prytaneum', 'Shrine of Dionysus', 'Stadium', 'Temple of Aphrodite', 'Temple of Apollo Pythias', 'Temple of Helios', 'Theatre', 'Urban grid', 'Walls']",17,POINT (28.227007 36.443235),309,,,,,130398.0,
309,Hanson2016_310,Saettae,Sidas Kale,Asia,Turkey,3,62 A4,-323,,BNP; Jones 1937; PECS.,,,,['Stadium'],1,POINT (28.624001 38.703021),310,,,,,1000.0,
310,Hanson2016_311,Samos,Tigani,Asia,Greece,3,61 D2,-700,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,140.0,Walls,['Rights and privileges'],"['Acropolis', 'Agora', 'Baths', 'Bouleuterion', 'Bouleuterion', 'Harbour', 'Odeum', 'Theatre', 'Walls', 'Walls']",10,POINT (26.94006 37.691522),311,,,,,30829.0,
311,Hanson2016_312,Sardis,Sart,Asia,Turkey,2,56 G5,-700,,Cohen 1995; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Sear 2006.,150.0,Walls and topography,"['Conventus capital', 'Metropolis capital', 'Provincial capital']","['Acropolis', 'Agora?', 'Basilica', 'Basilica', 'Baths', 'Baths (Extramural)', 'Colonnaded streets', 'Gymnasium', 'Odeum', 'Palaestra', 'Stadium', 'Temple of Artemis', 'Theatre', 'Urban grid', 'Walls', 'Walls']",16,POINT (28.040286 38.488315),312,,,,,33806.0,
312,Hanson2016_313,Satala,"Sadak, Kelkit, Gmane",Asia,Turkey,4 or 5,56 G4,98,,Cohen 1995; DGRG; Jones 1937; PECS; Salmon 1969.,,,['Colonia'],"['Aqueduct', 'Fort', 'Walls', 'Walls']",4,POINT (28.267472 38.5792),313,,,,,1000.0,
313,Hanson2016_314,Silandos,Unknown,Asia,Turkey,3,62 A4,50,,BNP; Jones 1937.,,,['Metropolis capital'],,0,POINT (28.826026 38.751517),314,,,,,1000.0,
314,Hanson2016_315,Smyrna,Izmir,Asia,Turkey,2,56 E5,-334,,BNP; Boatwright 2000; Cohen 1995; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Sear 2006.,194.0,Walls,"['Conventus capital', 'Metropolis capital', 'Rights and privileges']","['Acropolis', 'Agora', 'Agora', 'Aqueduct?', 'Bouleuterion?', 'Gymnasium', 'Harbour', 'Market', 'Odeum', 'Stadium', 'Stoa', 'Stoa', ""Temple ('capitolium')"", 'Temple of Athena', 'Temple of the Mother Goddess', 'Temple of Zeus Akraios', 'Theatre', 'Walls', 'Walls', 'Walls', 'Walls', 'Walls']",22,POINT (27.138709 38.418717),315,22.0,22.0,22.0,47672.0,47670.0,1.0000419551080344
315,Hanson2016_316,Stratonicaea,Eskihisar,Asia,Turkey,3,56 F3,-300,,Boatwright 2000; Cohen 1995; Jones 1937; PECS; Sear 2006.,35.0,Walls,['Rights and privileges'],"['Agora', 'Gymnasium', 'Odeum', 'Theatre', 'Walls']",5,POINT (27.801765 39.142114),316,,,,,4837.0,
316,Hanson2016_317,Synnada,?uhut,Asia,Turkey,3,62 E4,-323,,BNP; Cohen 1995; DGRG; Jones 1937.,,,"['Conventus capital', 'Metropolis capital']",,0,POINT (30.545083 38.535716),317,,,,,1000.0,
317,Hanson2016_318,Teus,Si?acik,Asia,Turkey,3,56 D5,-620,,BNP; Boatwright 2000; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Quinn and Wilson 2013; Sear 2006.,78.0,Walls,,"['Acropolis', 'Agora?', 'Aqueduct', 'Gymnasium', 'Harbour', 'Odeum', ""Temple ('capitolium')"", 'Temple of Dionysus', 'Theatre', 'Unidentified public building', 'Urban grid?', 'Walls', 'Walls']",13,POINT (26.785014 38.177262),318,,,,,14111.0,
318,Hanson2016_319,Theangela,Etrim,Asia,Turkey,4 or 5,61 F3,-361,,BNP; Hansen 2006; Hansen and Nielsen 2004; PECS.,27.0,Walls,,"['Acropolis', 'Stadium?', 'Walls']",3,POINT (27.59493 37.044492),319,,,,,3420.0,
319,Hanson2016_320,Thyatira,Akhisar,Asia,Turkey,3,56 F4,-281,,BNP; Cohen 1995; DGRG; Jones 1937; PECS.,,,"['Metropolis capital', 'Rights and privileges']","['Acropolis', 'Stoa', 'Temple', 'Walls']",4,POINT (27.840523 38.922933),320,,,,,1000.0,
320,Hanson2016_321,Tralles,Aydin,Asia,Turkey,3,61 F2,-600,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,"['Conventus capital', 'Metropolis capital']","['Acropolis', 'Agora', 'Ekklesiasterion', 'Gymnasium', 'Stadium', 'Theatre']",6,POINT (27.833862 37.859752),321,,,,,1000.0,
321,Hanson2016_322,Abdera (Baetica),Adra,Baetica,Spain,3,27 B5,-200,,BNP.,,,['Municipium'],,0,POINT (-3.022514 36.748068),322,,,,,1000.0,
322,Hanson2016_323,Acinippo,Ronda la Vieja,Baetica,Spain,4 or 5,26 E5,-45,,Carreras Monfort 1995-1996; DGRG; Keay 1998; MacMullen 2000; McEvedy 2011; Sear 2006.,35.0,Inhabited area,"['Colonia', 'Colonia?']","['Aqueduct', 'Baths', 'Forum', 'Temple', 'Theatre', 'Urban grid?']",6,POINT (-5.240746 36.832412),323,,,,,4837.0,
323,Hanson2016_324,Arva,El Castillejo,Baetica,Spain,3,26 E4,-50,,DGRG.,,,['Municipium'],['Bridge'],1,POINT (-5.671303 37.614174),324,,,,,1000.0,
324,Hanson2016_325,Asido,Medina Sidonia,Baetica,Spain,3,26 E5,-50,,Brunt 1971; Cornell and Mathews 1982; DGRG; Keay 1998; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']",,0,POINT (-5.927867 36.467791),325,,,,,1000.0,
325,Hanson2016_326,Astigi,Ecija,Baetica,Spain,2,26 E4,-45,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; Keay 1998; MacMullen 2000; PECS; Salmon 1969.,77.0,Urban grid and walls,"['Colonia', 'Colonia?', 'Conventus capital', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Forum', 'Temple', 'Urban grid', 'Walls']",5,POINT (-5.079949 37.540932),326,,,,,13870.0,
